,Activity,Consumption,Group,Indnum,Quality_of_Life_Importance__1_10,Units,electric___off_peak_hours,electric___peak_hours,electric_water_heater___off_peak,electric_water_heater___peak_hou,gas,gas_water_heater,hybrid,jetfuel,natural_gas,solar_powered__water_heater
21566,trips using public ground transportation,18.0,5.0,525.0,43.0,bags,,,,,,,,,,
21567,trips using public ground transportation,17.0,5.0,526.0,42.0,bags,,,,,,,,,,
21568,trips using public ground transportation,12.0,5.0,527.0,48.0,bags,,,,,,,,,,
21569,trips using public ground transportation,13.0,5.0,528.0,58.0,bags,,,,,,,,,,
21570,trips using public ground transportation,14.0,5.0,529.0,42.0,bags,,,,,,,,,,
21571,trips using public ground transportation,16.0,5.0,530.0,54.0,bags,,,,,,,,,,
21572,trips using public ground transportation,15.0,5.0,531.0,62.0,bags,,,,,,,,,,
21573,trips using public ground transportation,14.0,5.0,532.0,50.0,bags,,,,,,,,,,
21574,trips using public ground transportation,18.0,5.0,533.0,49.0,bags,,,,,,,,,,
21575,trips using public ground transportation,13.0,5.0,534.0,55.0,bags,,,,,,,,,,
21576,trips using public ground transportation,17.0,5.0,535.0,60.0,bags,,,,,,,,,,
21577,trips using public ground transportation,19.0,5.0,536.0,48.0,bags,,,,,,,,,,
21578,trips using public ground transportation,13.0,5.0,537.0,60.0,bags,,,,,,,,,,
21579,trips using public ground transportation,17.0,5.0,538.0,47.0,bags,,,,,,,,,,
21580,trips using public ground transportation,19.0,5.0,539.0,56.0,bags,,,,,,,,,,
21581,trips using public ground transportation,14.0,5.0,540.0,47.0,bags,,,,,,,,,,
21582,trips using public ground transportation,18.0,5.0,541.0,62.0,bags,,,,,,,,,,
21583,trips using public ground transportation,17.0,5.0,542.0,57.0,bags,,,,,,,,,,
21584,trips using public ground transportation,12.0,5.0,543.0,51.0,bags,,,,,,,,,,
21585,trips using public ground transportation,15.0,5.0,544.0,53.0,bags,,,,,,,,,,
21586,trips using public ground transportation,17.0,5.0,545.0,47.0,bags,,,,,,,,,,
21587,trips using public ground transportation,13.0,5.0,546.0,58.0,bags,,,,,,,,,,
21588,trips using public ground transportation,16.0,5.0,547.0,55.0,bags,,,,,,,,,,
21589,trips using public ground transportation,13.0,5.0,548.0,62.0,bags,,,,,,,,,,
21590,trips using public ground transportation,19.0,5.0,549.0,56.0,bags,,,,,,,,,,
21591,trips using public ground transportation,19.0,5.0,550.0,60.0,bags,,,,,,,,,,
21592,trips using public ground transportation,12.0,5.0,551.0,50.0,bags,,,,,,,,,,
21593,trips using public ground transportation,14.0,5.0,552.0,50.0,bags,,,,,,,,,,
21594,trips using public ground transportation,13.0,5.0,553.0,48.0,bags,,,,,,,,,,
21595,trips using public ground transportation,15.0,5.0,554.0,47.0,bags,,,,,,,,,,
21596,trips using public ground transportation,16.0,5.0,555.0,47.0,bags,,,,,,,,,,
21597,trips using public ground transportation,13.0,5.0,556.0,59.0,bags,,,,,,,,,,
21598,trips using public ground transportation,19.0,5.0,557.0,51.0,bags,,,,,,,,,,
21599,trips using public ground transportation,12.0,5.0,558.0,54.0,bags,,,,,,,,,,
21600,trips using public ground transportation,18.0,5.0,559.0,55.0,bags,,,,,,,,,,
21601,trips using public ground transportation,19.0,5.0,560.0,52.0,bags,,,,,,,,,,
21602,trips using public ground transportation,12.0,5.0,561.0,60.0,bags,,,,,,,,,,
21603,trips using public ground transportation,19.0,5.0,562.0,54.0,bags,,,,,,,,,,
21604,trips using public ground transportation,19.0,5.0,563.0,48.0,bags,,,,,,,,,,
21605,trips using public ground transportation,13.0,5.0,564.0,45.0,bags,,,,,,,,,,
21606,trips using public ground transportation,14.0,5.0,565.0,54.0,bags,,,,,,,,,,
21607,trips using public ground transportation,18.0,5.0,566.0,52.0,bags,,,,,,,,,,
21608,trips using public ground transportation,13.0,5.0,567.0,55.0,bags,,,,,,,,,,
21609,trips using public ground transportation,17.0,5.0,568.0,43.0,bags,,,,,,,,,,
21610,trips using public ground transportation,16.0,5.0,569.0,61.0,bags,,,,,,,,,,
21611,trips using public ground transportation,14.0,5.0,570.0,50.0,bags,,,,,,,,,,
21612,trips using public ground transportation,19.0,5.0,571.0,52.0,bags,,,,,,,,,,
21613,trips using public ground transportation,17.0,5.0,572.0,59.0,bags,,,,,,,,,,
21614,trips using public ground transportation,18.0,5.0,573.0,54.0,bags,,,,,,,,,,
21615,trips using public ground transportation,14.0,5.0,574.0,44.0,bags,,,,,,,,,,
21616,trips using public ground transportation,14.0,5.0,575.0,44.0,bags,,,,,,,,,,
21617,trips using public ground transportation,18.0,5.0,576.0,59.0,bags,,,,,,,,,,
21618,trips using public ground transportation,19.0,5.0,577.0,54.0,bags,,,,,,,,,,
21619,trips using public ground transportation,15.0,5.0,578.0,62.0,bags,,,,,,,,,,
21620,trips using public ground transportation,14.0,5.0,579.0,48.0,bags,,,,,,,,,,
21621,trips using public ground transportation,13.0,5.0,580.0,52.0,bags,,,,,,,,,,
21622,trips using public ground transportation,14.0,5.0,581.0,58.0,bags,,,,,,,,,,
21623,trips using public ground transportation,13.0,5.0,582.0,53.0,bags,,,,,,,,,,
21624,trips using public ground transportation,14.0,5.0,583.0,46.0,bags,,,,,,,,,,
21625,trips using public ground transportation,17.0,5.0,584.0,59.0,bags,,,,,,,,,,
21626,trips using public ground transportation,15.0,5.0,585.0,45.0,bags,,,,,,,,,,
21627,trips using public ground transportation,16.0,5.0,586.0,42.0,bags,,,,,,,,,,
21628,trips using public ground transportation,16.0,5.0,587.0,42.0,bags,,,,,,,,,,
21629,trips using public ground transportation,13.0,5.0,588.0,50.0,bags,,,,,,,,,,
21630,trips using public ground transportation,19.0,5.0,589.0,42.0,bags,,,,,,,,,,
21631,trips using public ground transportation,16.0,5.0,590.0,58.0,bags,,,,,,,,,,
21632,trips using public ground transportation,14.0,5.0,591.0,56.0,bags,,,,,,,,,,
21633,trips using public ground transportation,17.0,5.0,592.0,55.0,bags,,,,,,,,,,
21634,trips using public ground transportation,14.0,5.0,593.0,54.0,bags,,,,,,,,,,
21635,trips using public ground transportation,15.0,5.0,594.0,45.0,bags,,,,,,,,,,
21636,trips using public ground transportation,14.0,5.0,595.0,61.0,bags,,,,,,,,,,
21637,trips using public ground transportation,19.0,5.0,596.0,51.0,bags,,,,,,,,,,
21638,trips using public ground transportation,12.0,5.0,597.0,44.0,bags,,,,,,,,,,
21639,trips using public ground transportation,15.0,5.0,598.0,54.0,bags,,,,,,,,,,
21640,trips using public ground transportation,17.0,5.0,599.0,42.0,bags,,,,,,,,,,
21641,trips using public ground transportation,16.0,5.0,600.0,52.0,bags,,,,,,,,,,
21642,trips using public ground transportation,18.0,5.0,601.0,56.0,bags,,,,,,,,,,
21643,trips using public ground transportation,16.0,5.0,602.0,42.0,bags,,,,,,,,,,
21644,trips using public ground transportation,12.0,5.0,603.0,57.0,bags,,,,,,,,,,
21645,trips using public ground transportation,12.0,5.0,604.0,51.0,bags,,,,,,,,,,
21646,trips using public ground transportation,19.0,5.0,605.0,62.0,bags,,,,,,,,,,
21647,trips using public ground transportation,13.0,5.0,606.0,44.0,bags,,,,,,,,,,
21648,trips using public ground transportation,15.0,5.0,607.0,56.0,bags,,,,,,,,,,
21649,trips using public ground transportation,17.0,5.0,608.0,62.0,bags,,,,,,,,,,
21650,trips using public ground transportation,13.0,5.0,609.0,46.0,bags,,,,,,,,,,
21651,trips using public ground transportation,12.0,5.0,610.0,58.0,bags,,,,,,,,,,
21652,trips using public ground transportation,19.0,5.0,611.0,47.0,bags,,,,,,,,,,
21653,trips using public ground transportation,16.0,5.0,612.0,61.0,bags,,,,,,,,,,
21654,trips using public ground transportation,15.0,5.0,613.0,51.0,bags,,,,,,,,,,
21655,trips using public ground transportation,14.0,5.0,614.0,60.0,bags,,,,,,,,,,
21656,trips using public ground transportation,15.0,5.0,615.0,50.0,bags,,,,,,,,,,
21657,trips using public ground transportation,13.0,5.0,616.0,44.0,bags,,,,,,,,,,
21658,trips using public ground transportation,13.0,5.0,617.0,50.0,bags,,,,,,,,,,
21659,trips using public ground transportation,19.0,5.0,618.0,43.0,bags,,,,,,,,,,
21660,trips using public ground transportation,14.0,5.0,619.0,49.0,bags,,,,,,,,,,
21661,trips using public ground transportation,14.0,5.0,620.0,50.0,bags,,,,,,,,,,
21662,trips using public ground transportation,17.0,5.0,621.0,51.0,bags,,,,,,,,,,
21663,trips using public ground transportation,13.0,5.0,622.0,57.0,bags,,,,,,,,,,
21664,trips using public ground transportation,15.0,5.0,623.0,51.0,bags,,,,,,,,,,
21665,trips using public ground transportation,13.0,5.0,624.0,58.0,bags,,,,,,,,,,
21666,trips using public ground transportation,16.0,5.0,625.0,45.0,bags,,,,,,,,,,
21667,trips using public ground transportation,12.0,5.0,626.0,45.0,bags,,,,,,,,,,
21668,trips using public ground transportation,16.0,5.0,627.0,49.0,bags,,,,,,,,,,
21669,trips using public ground transportation,14.0,5.0,628.0,48.0,bags,,,,,,,,,,
21670,trips using public ground transportation,17.0,5.0,629.0,59.0,bags,,,,,,,,,,
21671,trips using public ground transportation,13.0,5.0,630.0,60.0,bags,,,,,,,,,,
21672,trips using public ground transportation,14.0,5.0,631.0,61.0,bags,,,,,,,,,,
21673,trips using public ground transportation,19.0,5.0,632.0,44.0,bags,,,,,,,,,,
21674,trips using public ground transportation,18.0,5.0,633.0,62.0,bags,,,,,,,,,,
21675,trips using public ground transportation,12.0,5.0,634.0,51.0,bags,,,,,,,,,,
21676,trips using public ground transportation,17.0,5.0,635.0,59.0,bags,,,,,,,,,,
21677,trips using public ground transportation,12.0,5.0,636.0,54.0,bags,,,,,,,,,,
21678,trips using public ground transportation,12.0,5.0,637.0,58.0,bags,,,,,,,,,,
21679,trips using public ground transportation,13.0,5.0,638.0,59.0,bags,,,,,,,,,,
21680,trips using public ground transportation,19.0,5.0,639.0,52.0,bags,,,,,,,,,,
21681,trips using public ground transportation,16.0,5.0,640.0,56.0,bags,,,,,,,,,,
21682,trips using public ground transportation,19.0,5.0,641.0,54.0,bags,,,,,,,,,,
21683,trips using public ground transportation,18.0,5.0,642.0,47.0,bags,,,,,,,,,,
21684,trips using public ground transportation,13.0,5.0,643.0,50.0,bags,,,,,,,,,,
21685,trips using public ground transportation,13.0,5.0,644.0,53.0,bags,,,,,,,,,,
21686,trips using public ground transportation,18.0,5.0,645.0,45.0,bags,,,,,,,,,,
21687,trips using public ground transportation,15.0,5.0,646.0,57.0,bags,,,,,,,,,,
21688,trips using public ground transportation,16.0,5.0,647.0,44.0,bags,,,,,,,,,,
21689,trips using public ground transportation,17.0,5.0,648.0,61.0,bags,,,,,,,,,,
21690,trips using public ground transportation,14.0,5.0,649.0,58.0,bags,,,,,,,,,,
21691,trips using public ground transportation,16.0,5.0,650.0,56.0,bags,,,,,,,,,,
21692,trips using public ground transportation,18.0,5.0,651.0,62.0,bags,,,,,,,,,,
21693,trips using public ground transportation,14.0,5.0,652.0,54.0,bags,,,,,,,,,,
21694,trips using public ground transportation,12.0,5.0,653.0,56.0,bags,,,,,,,,,,
21695,trips using public ground transportation,18.0,5.0,654.0,53.0,bags,,,,,,,,,,
21696,trips using public ground transportation,15.0,5.0,655.0,44.0,bags,,,,,,,,,,
21697,trips using public ground transportation,14.0,5.0,656.0,59.0,bags,,,,,,,,,,
21698,trips using public ground transportation,14.0,5.0,657.0,51.0,bags,,,,,,,,,,
21699,trips using public ground transportation,14.0,5.0,658.0,51.0,bags,,,,,,,,,,
21700,trips using public ground transportation,14.0,5.0,659.0,60.0,bags,,,,,,,,,,
21701,trips using public ground transportation,14.0,5.0,660.0,60.0,bags,,,,,,,,,,
21702,trips using public ground transportation,19.0,5.0,661.0,42.0,bags,,,,,,,,,,
21703,trips using public ground transportation,12.0,5.0,662.0,60.0,bags,,,,,,,,,,
21704,trips using public ground transportation,15.0,5.0,663.0,53.0,bags,,,,,,,,,,
21705,trips using public ground transportation,14.0,5.0,664.0,45.0,bags,,,,,,,,,,
21706,trips using public ground transportation,17.0,5.0,665.0,54.0,bags,,,,,,,,,,
21707,trips using public ground transportation,14.0,5.0,666.0,52.0,bags,,,,,,,,,,
21708,trips using public ground transportation,19.0,5.0,667.0,46.0,bags,,,,,,,,,,
21709,trips using public ground transportation,16.0,5.0,668.0,62.0,bags,,,,,,,,,,
21710,trips using public ground transportation,17.0,5.0,669.0,48.0,bags,,,,,,,,,,
21711,trips using public ground transportation,18.0,5.0,670.0,59.0,bags,,,,,,,,,,
21712,trips using public ground transportation,13.0,5.0,671.0,61.0,bags,,,,,,,,,,
21713,trips using public ground transportation,13.0,5.0,672.0,56.0,bags,,,,,,,,,,
21714,trips using public ground transportation,17.0,5.0,673.0,49.0,bags,,,,,,,,,,
21715,trips using public ground transportation,14.0,5.0,674.0,48.0,bags,,,,,,,,,,
21716,trips using public ground transportation,15.0,5.0,675.0,55.0,bags,,,,,,,,,,
21717,trips using public ground transportation,13.0,5.0,676.0,52.0,bags,,,,,,,,,,
21718,trips using public ground transportation,12.0,5.0,677.0,54.0,bags,,,,,,,,,,
21719,trips using public ground transportation,19.0,5.0,678.0,55.0,bags,,,,,,,,,,
21720,trips using public ground transportation,15.0,5.0,679.0,61.0,bags,,,,,,,,,,
21721,trips using public ground transportation,15.0,5.0,680.0,61.0,bags,,,,,,,,,,
21722,trips using public ground transportation,18.0,5.0,681.0,44.0,bags,,,,,,,,,,
21723,trips using public ground transportation,12.0,5.0,682.0,61.0,bags,,,,,,,,,,
21724,trips using public ground transportation,12.0,5.0,683.0,52.0,bags,,,,,,,,,,
21725,trips using public ground transportation,16.0,5.0,684.0,43.0,bags,,,,,,,,,,
21726,trips using public ground transportation,15.0,5.0,685.0,62.0,bags,,,,,,,,,,
21727,trips using public ground transportation,18.0,5.0,686.0,48.0,bags,,,,,,,,,,
21728,trips using public ground transportation,14.0,5.0,687.0,42.0,bags,,,,,,,,,,
21729,trips using public ground transportation,12.0,5.0,688.0,42.0,bags,,,,,,,,,,
21730,trips using public ground transportation,16.0,5.0,689.0,59.0,bags,,,,,,,,,,
21731,trips using public ground transportation,19.0,5.0,690.0,46.0,bags,,,,,,,,,,
21732,trips using public ground transportation,17.0,5.0,691.0,58.0,bags,,,,,,,,,,
21733,trips using public ground transportation,12.0,5.0,692.0,53.0,bags,,,,,,,,,,
21734,trips using public ground transportation,14.0,5.0,693.0,57.0,bags,,,,,,,,,,
21735,trips using public ground transportation,13.0,5.0,694.0,50.0,bags,,,,,,,,,,
21736,trips using public ground transportation,13.0,5.0,695.0,60.0,bags,,,,,,,,,,
21737,trips using public ground transportation,19.0,5.0,696.0,56.0,bags,,,,,,,,,,
21738,trips using public ground transportation,13.0,5.0,697.0,52.0,bags,,,,,,,,,,
21739,trips using public ground transportation,13.0,5.0,698.0,56.0,bags,,,,,,,,,,
21740,trips using public ground transportation,19.0,5.0,699.0,45.0,bags,,,,,,,,,,
21741,trips using public ground transportation,16.0,5.0,700.0,44.0,bags,,,,,,,,,,
21742,trips using public ground transportation,13.0,5.0,701.0,49.0,bags,,,,,,,,,,
21743,trips using public ground transportation,17.0,5.0,702.0,46.0,bags,,,,,,,,,,
21744,trips using public ground transportation,15.0,5.0,703.0,45.0,bags,,,,,,,,,,
21745,trips using public ground transportation,15.0,5.0,704.0,57.0,bags,,,,,,,,,,
21746,trips using public ground transportation,14.0,5.0,705.0,54.0,bags,,,,,,,,,,
21747,trips using public ground transportation,13.0,5.0,706.0,47.0,bags,,,,,,,,,,
21748,trips using public ground transportation,16.0,5.0,707.0,52.0,bags,,,,,,,,,,
21749,trips using public ground transportation,13.0,5.0,708.0,57.0,bags,,,,,,,,,,
21750,trips using public ground transportation,12.0,5.0,709.0,58.0,bags,,,,,,,,,,
21751,trips using public ground transportation,12.0,5.0,710.0,50.0,bags,,,,,,,,,,
21752,trips using public ground transportation,14.0,5.0,711.0,62.0,bags,,,,,,,,,,
21753,trips using public ground transportation,18.0,5.0,712.0,54.0,bags,,,,,,,,,,
21754,trips using public ground transportation,16.0,5.0,713.0,43.0,bags,,,,,,,,,,
21755,trips using public ground transportation,13.0,5.0,714.0,43.0,bags,,,,,,,,,,
21756,trips using public ground transportation,18.0,5.0,715.0,50.0,bags,,,,,,,,,,
21757,trips using public ground transportation,12.0,5.0,716.0,48.0,bags,,,,,,,,,,
21758,trips using public ground transportation,12.0,5.0,717.0,48.0,bags,,,,,,,,,,
21759,trips using public ground transportation,17.0,5.0,718.0,45.0,bags,,,,,,,,,,
21760,trips using public ground transportation,14.0,5.0,719.0,50.0,bags,,,,,,,,,,
21761,trips using public ground transportation,16.0,5.0,720.0,49.0,bags,,,,,,,,,,
21762,trips using public ground transportation,14.0,5.0,721.0,45.0,bags,,,,,,,,,,
21763,trips using public ground transportation,12.0,5.0,722.0,53.0,bags,,,,,,,,,,
21764,trips using public ground transportation,13.0,5.0,723.0,62.0,bags,,,,,,,,,,
21765,trips using public ground transportation,19.0,5.0,724.0,57.0,bags,,,,,,,,,,
21766,trips using public ground transportation,18.0,5.0,725.0,55.0,bags,,,,,,,,,,
21767,trips using public ground transportation,15.0,5.0,726.0,54.0,bags,,,,,,,,,,
21768,trips using public ground transportation,14.0,5.0,727.0,46.0,bags,,,,,,,,,,
21769,trips using public ground transportation,12.0,5.0,728.0,56.0,bags,,,,,,,,,,
21770,trips using public ground transportation,15.0,5.0,729.0,61.0,bags,,,,,,,,,,
21771,trips using public ground transportation,16.0,5.0,730.0,61.0,bags,,,,,,,,,,
21772,trips using public ground transportation,19.0,5.0,731.0,52.0,bags,,,,,,,,,,
21773,trips using public ground transportation,15.0,5.0,732.0,42.0,bags,,,,,,,,,,
21774,trips using public ground transportation,17.0,5.0,733.0,62.0,bags,,,,,,,,,,
21775,trips using public ground transportation,12.0,5.0,734.0,52.0,bags,,,,,,,,,,
21776,trips using public ground transportation,13.0,5.0,735.0,57.0,bags,,,,,,,,,,
21777,trips using public ground transportation,14.0,5.0,736.0,45.0,bags,,,,,,,,,,
21778,trips using public ground transportation,17.0,5.0,737.0,43.0,bags,,,,,,,,,,
21779,trips using public ground transportation,13.0,5.0,738.0,52.0,bags,,,,,,,,,,
21780,trips using public ground transportation,19.0,5.0,739.0,52.0,bags,,,,,,,,,,
21781,trips using public ground transportation,17.0,5.0,740.0,53.0,bags,,,,,,,,,,
21782,trips using public ground transportation,17.0,5.0,741.0,54.0,bags,,,,,,,,,,
21783,trips using public ground transportation,13.0,5.0,742.0,48.0,bags,,,,,,,,,,
21784,trips using public ground transportation,19.0,5.0,743.0,52.0,bags,,,,,,,,,,
21785,trips using public ground transportation,15.0,5.0,744.0,47.0,bags,,,,,,,,,,
21786,trips using public ground transportation,19.0,5.0,745.0,51.0,bags,,,,,,,,,,
21787,trips using public ground transportation,18.0,5.0,746.0,58.0,bags,,,,,,,,,,
21788,trips using public ground transportation,14.0,5.0,747.0,45.0,bags,,,,,,,,,,
21789,trips using public ground transportation,16.0,5.0,748.0,44.0,bags,,,,,,,,,,
21790,trips using public ground transportation,17.0,5.0,749.0,57.0,bags,,,,,,,,,,
21791,trips using public ground transportation,18.0,5.0,750.0,60.0,bags,,,,,,,,,,
21792,trips using public ground transportation,13.0,5.0,751.0,49.0,bags,,,,,,,,,,
21793,trips using public ground transportation,13.0,5.0,752.0,47.0,bags,,,,,,,,,,
21794,trips using public ground transportation,16.0,5.0,753.0,50.0,bags,,,,,,,,,,
21795,trips using public ground transportation,15.0,5.0,754.0,54.0,bags,,,,,,,,,,
21796,trips using public ground transportation,16.0,5.0,755.0,53.0,bags,,,,,,,,,,
21797,trips using public ground transportation,15.0,5.0,756.0,55.0,bags,,,,,,,,,,
21798,trips using public ground transportation,19.0,5.0,757.0,51.0,bags,,,,,,,,,,
21799,trips using public ground transportation,12.0,5.0,758.0,60.0,bags,,,,,,,,,,
21800,trips using public ground transportation,18.0,5.0,759.0,47.0,bags,,,,,,,,,,
21801,trips using public ground transportation,17.0,5.0,760.0,47.0,bags,,,,,,,,,,
21802,trips using public ground transportation,12.0,5.0,761.0,51.0,bags,,,,,,,,,,
21803,trips using public ground transportation,15.0,5.0,762.0,58.0,bags,,,,,,,,,,
21804,trips using public ground transportation,16.0,5.0,763.0,55.0,bags,,,,,,,,,,
21805,trips using public ground transportation,17.0,5.0,764.0,59.0,bags,,,,,,,,,,
21806,trips using public ground transportation,19.0,5.0,765.0,57.0,bags,,,,,,,,,,
21807,trips using public ground transportation,15.0,5.0,766.0,53.0,bags,,,,,,,,,,
21808,trips using public ground transportation,19.0,5.0,767.0,53.0,bags,,,,,,,,,,
21809,trips using public ground transportation,16.0,5.0,768.0,46.0,bags,,,,,,,,,,
21810,trips using public ground transportation,16.0,5.0,769.0,62.0,bags,,,,,,,,,,
21811,trips using public ground transportation,16.0,5.0,770.0,61.0,bags,,,,,,,,,,
21812,trips using public ground transportation,14.0,5.0,771.0,53.0,bags,,,,,,,,,,
21813,trips using public ground transportation,16.0,5.0,772.0,42.0,bags,,,,,,,,,,
21814,trips using public ground transportation,17.0,5.0,773.0,47.0,bags,,,,,,,,,,
21815,trips using public ground transportation,16.0,5.0,774.0,51.0,bags,,,,,,,,,,
21816,trips using public ground transportation,16.0,5.0,775.0,46.0,bags,,,,,,,,,,
21817,trips using public ground transportation,15.0,5.0,776.0,53.0,bags,,,,,,,,,,
21818,trips using public ground transportation,19.0,5.0,777.0,42.0,bags,,,,,,,,,,
21819,trips using public ground transportation,16.0,5.0,778.0,51.0,bags,,,,,,,,,,
21820,trips using public ground transportation,13.0,5.0,779.0,49.0,bags,,,,,,,,,,
21821,trips using public ground transportation,14.0,5.0,780.0,44.0,bags,,,,,,,,,,
21822,trips using public ground transportation,17.0,5.0,781.0,49.0,bags,,,,,,,,,,
21823,trips using public ground transportation,19.0,5.0,782.0,56.0,bags,,,,,,,,,,
21824,trips using public ground transportation,12.0,5.0,783.0,49.0,bags,,,,,,,,,,
21825,trips using public ground transportation,15.0,5.0,784.0,57.0,bags,,,,,,,,,,
21826,trips using public ground transportation,13.0,5.0,785.0,48.0,bags,,,,,,,,,,
21827,trips using public ground transportation,16.0,5.0,786.0,58.0,bags,,,,,,,,,,
21828,trips using public ground transportation,14.0,5.0,787.0,47.0,bags,,,,,,,,,,
21829,trips using public ground transportation,14.0,5.0,788.0,49.0,bags,,,,,,,,,,
21830,trips using public ground transportation,17.0,5.0,789.0,61.0,bags,,,,,,,,,,
21831,trips using public ground transportation,14.0,5.0,790.0,52.0,bags,,,,,,,,,,
21832,trips using public ground transportation,15.0,5.0,791.0,62.0,bags,,,,,,,,,,
21833,trips using public ground transportation,14.0,5.0,792.0,45.0,bags,,,,,,,,,,
21834,trips using public ground transportation,15.0,5.0,793.0,59.0,bags,,,,,,,,,,
21835,trips using public ground transportation,14.0,5.0,794.0,61.0,bags,,,,,,,,,,
21836,trips using public ground transportation,17.0,5.0,795.0,59.0,bags,,,,,,,,,,
21837,trips using public ground transportation,14.0,5.0,796.0,47.0,bags,,,,,,,,,,
21838,trips using public ground transportation,16.0,5.0,797.0,61.0,bags,,,,,,,,,,
21839,trips using public ground transportation,13.0,5.0,798.0,54.0,bags,,,,,,,,,,
21840,trips using public ground transportation,17.0,5.0,799.0,61.0,bags,,,,,,,,,,
21841,trips using public ground transportation,13.0,5.0,800.0,45.0,bags,,,,,,,,,,
21842,trips using public ground transportation,13.0,5.0,801.0,56.0,bags,,,,,,,,,,
21843,trips using public ground transportation,19.0,5.0,802.0,61.0,bags,,,,,,,,,,
21844,trips using public ground transportation,12.0,5.0,803.0,59.0,bags,,,,,,,,,,
21845,trips using public ground transportation,16.0,5.0,804.0,48.0,bags,,,,,,,,,,
21846,trips using public ground transportation,15.0,5.0,805.0,56.0,bags,,,,,,,,,,
21847,trips using public ground transportation,13.0,5.0,806.0,50.0,bags,,,,,,,,,,
21848,trips using public ground transportation,18.0,5.0,807.0,52.0,bags,,,,,,,,,,
21849,trips using public ground transportation,13.0,5.0,808.0,55.0,bags,,,,,,,,,,
21850,trips using public ground transportation,14.0,5.0,809.0,59.0,bags,,,,,,,,,,
21851,trips using public ground transportation,13.0,5.0,810.0,61.0,bags,,,,,,,,,,
21852,trips using public ground transportation,18.0,5.0,811.0,44.0,bags,,,,,,,,,,
21853,trips using public ground transportation,16.0,5.0,812.0,58.0,bags,,,,,,,,,,
21854,trips using public ground transportation,18.0,5.0,813.0,58.0,bags,,,,,,,,,,
21855,trips using public ground transportation,19.0,5.0,814.0,59.0,bags,,,,,,,,,,
21856,trips using public ground transportation,18.0,5.0,815.0,58.0,bags,,,,,,,,,,
21857,trips using public ground transportation,14.0,5.0,816.0,55.0,bags,,,,,,,,,,
21858,trips using public ground transportation,15.0,5.0,817.0,46.0,bags,,,,,,,,,,
21859,trips using public ground transportation,12.0,5.0,818.0,48.0,bags,,,,,,,,,,
21860,trips using public ground transportation,12.0,5.0,819.0,62.0,bags,,,,,,,,,,
21861,trips using public ground transportation,13.0,5.0,820.0,50.0,bags,,,,,,,,,,
21862,trips using public ground transportation,15.0,5.0,821.0,58.0,bags,,,,,,,,,,
21863,trips using public ground transportation,15.0,5.0,822.0,57.0,bags,,,,,,,,,,
21864,trips using public ground transportation,13.0,5.0,823.0,62.0,bags,,,,,,,,,,
21865,trips using public ground transportation,14.0,5.0,824.0,52.0,bags,,,,,,,,,,
21866,trips using public ground transportation,17.0,5.0,825.0,56.0,bags,,,,,,,,,,
21867,trips using public ground transportation,14.0,5.0,826.0,55.0,bags,,,,,,,,,,
21868,trips using public ground transportation,17.0,5.0,827.0,46.0,bags,,,,,,,,,,
21869,trips using public ground transportation,19.0,5.0,828.0,62.0,bags,,,,,,,,,,
21870,trips using public ground transportation,17.0,5.0,829.0,42.0,bags,,,,,,,,,,
21871,trips using public ground transportation,13.0,5.0,830.0,47.0,bags,,,,,,,,,,
21872,trips using public ground transportation,18.0,5.0,831.0,47.0,bags,,,,,,,,,,
21873,trips using public ground transportation,13.0,5.0,832.0,49.0,bags,,,,,,,,,,
21874,trips using public ground transportation,12.0,5.0,833.0,42.0,bags,,,,,,,,,,
21875,trips using public ground transportation,15.0,5.0,834.0,53.0,bags,,,,,,,,,,
21876,trips using public ground transportation,18.0,5.0,835.0,57.0,bags,,,,,,,,,,
21877,trips using public ground transportation,12.0,5.0,836.0,61.0,bags,,,,,,,,,,
21878,trips using public ground transportation,18.0,5.0,837.0,57.0,bags,,,,,,,,,,
21879,trips using public ground transportation,15.0,5.0,838.0,45.0,bags,,,,,,,,,,
21880,trips using public ground transportation,14.0,5.0,839.0,55.0,bags,,,,,,,,,,
21881,trips using public ground transportation,19.0,5.0,840.0,58.0,bags,,,,,,,,,,
21882,trips using public ground transportation,19.0,5.0,841.0,51.0,bags,,,,,,,,,,
21883,trips using public ground transportation,12.0,5.0,842.0,46.0,bags,,,,,,,,,,
21884,trips using public ground transportation,14.0,5.0,843.0,53.0,bags,,,,,,,,,,
21885,trips using public ground transportation,15.0,5.0,844.0,61.0,bags,,,,,,,,,,
21886,trips using public ground transportation,13.0,5.0,845.0,44.0,bags,,,,,,,,,,
21887,trips using public ground transportation,16.0,5.0,846.0,57.0,bags,,,,,,,,,,
21888,trips using public ground transportation,14.0,5.0,847.0,62.0,bags,,,,,,,,,,
21889,trips using public ground transportation,16.0,5.0,848.0,44.0,bags,,,,,,,,,,
21890,trips using public ground transportation,12.0,5.0,849.0,55.0,bags,,,,,,,,,,
21891,trips using public ground transportation,13.0,5.0,850.0,62.0,bags,,,,,,,,,,
21892,trips using public ground transportation,13.0,5.0,851.0,60.0,bags,,,,,,,,,,
21893,trips using public ground transportation,16.0,5.0,852.0,59.0,bags,,,,,,,,,,
21894,trips using public ground transportation,18.0,5.0,853.0,44.0,bags,,,,,,,,,,
21895,trips using public ground transportation,19.0,5.0,854.0,56.0,bags,,,,,,,,,,
